title,price,condition,year,trim,colour,transmission,drivetrain,fuel,kilometers,postal_code,date_posted,url
"2017 Toyota RAV4 LE,Lane Assist,Bck up Camera,Heated Seats,*One Owner*Certified*",22988.,Used,2017,"LE,Lane Assist,Bck up Camera,Heated Seats,*One Owner*Certified*",Grey,Automatic,Front-wheel drive (FWD),Gasoline,"89,044",L5A 1X4,2022-04-21,https://www.kijiji.ca/v-cars-trucks/mississauga-peel-region/2017-toyota-rav4-le-lane-assist-bck-up-camera-heated-seats-one-owner-certified/m3672361
 2020 Toyota RAV4 LE Safety Sense | Heated Seats,33995.,Used,2020,LE Safety Sense | Heated Seats,Grey,Automatic,Front-wheel drive (FWD),Other,"45,326",M3C 2J7,2022-04-21,https://www.kijiji.ca/v-cars-trucks/city-of-toronto/2020-toyota-rav4-le-safety-sense-heated-seats/m3672113
2013 Toyota RAV4 LE,17995.,Used,2013,LE,Grey,Automatic,All-wheel drive (AWD),Other,"166,431",L8E 2W8,2022-06-08,https://www.kijiji.ca/v-cars-trucks/hamilton/2013-toyota-rav4-le/m3998902
 2018 Toyota RAV4 FWD LE Value Buy Safety Sense,26995.,Used,2018,FWD LE Value Buy Safety Sense,Black,Automatic,Front-wheel drive (FWD),Other,"49,023",M3C 2J7,2022-06-20,https://www.kijiji.ca/v-cars-trucks/city-of-toronto/2018-toyota-rav4-fwd-le-value-buy-safety-sense/m4083949
Toyota RAV4 ,9995.,Used,1997,,Brown,Automatic,Front-wheel drive (FWD),,"252,000", Canada,2022-07-20,https://www.kijiji.ca/v-cars-trucks/city-of-toronto/toyota-rav4/1625842365
 2021 Toyota RAV4 Hybrid XLE AWD | SUNROOF | JBL AUDIO | NAV,55827.,Used,2021,XLE AWD | SUNROOF | JBL AUDIO | NAV,Silver,Automatic,Other,Other,"12,359",K1B 3L8,2022-07-20,https://www.kijiji.ca/v-cars-trucks/ottawa/2021-toyota-rav4-hybrid-xle-awd-sunroof-jbl-audio-nav/m4324644
 2021 Toyota RAV4 Prime AWD | PLUG-IN HYBRID | FUEL SAVER | HTD STEERING,71858.,Used,2021,AWD | PLUG-IN HYBRID | FUEL SAVER | HTD STEERING,Black,Automatic,All-wheel drive (AWD),Hybrid-Electric,"28,686",K1B 3L8,2022-06-22,https://www.kijiji.ca/v-cars-trucks/ottawa/2021-toyota-rav4-prime-awd-plug-in-hybrid-fuel-saver-htd-steering/m4102483
 2018 Toyota RAV4 AWD LE,25777.,Used,2018,AWD LE,Red,Automatic,All-wheel drive (AWD),Other,"107,260",N7A 3A3,2022-06-20,https://www.kijiji.ca/v-cars-trucks/grand-bend/2018-toyota-rav4-awd-le/m4083862
2018 Toyota RAV4 Hybrid LE+,35998.,Used,2018,Hybrid LE+,White,,All-wheel drive (AWD),Hybrid-Electric,"54,610",L4C 7A1,2022-05-21,https://www.kijiji.ca/v-cars-trucks/markham-york-region/2018-toyota-rav4-hybrid-le/m3875977
2018 Toyota RAV4,29480.,Used,2018,LE AWD LE,Grey,,All-wheel drive (AWD),Gasoline,"56,000",M3J 1N6,2022-04-21,https://www.kijiji.ca/v-cars-trucks/city-of-toronto/2018-toyota-rav4/m3671735
"2019 Toyota RAV4 XLE w/ CarPlay, Moonroof, Backup Cam",37790.,Used,2019,"XLE w/ CarPlay, Moonroof, Backup Cam",Silver,Automatic,All-wheel drive (AWD),Other,"58,552",N6B 1Z2,2022-03-14,https://www.kijiji.ca/v-cars-trucks/london/2019-toyota-rav4-xle-w-carplay-moonroof-backup-cam/m3416804
"2015 Toyota RAV4 LE,AWD",17999.,Used,2015,"LE,AWD",Grey,Automatic,All-wheel drive (AWD),Gasoline,"171,300",L5S 1P9,2022-06-01,https://www.kijiji.ca/v-cars-trucks/mississauga-peel-region/2015-toyota-rav4-le-awd/m3955099
 2016 Toyota RAV4 LE,24500.,Used,2016,LE,White,Automatic,Front-wheel drive (FWD),Gasoline,"110,937",N2L 5Z6,2022-05-06,https://www.kijiji.ca/v-cars-trucks/kitchener-waterloo/2016-toyota-rav4-le/m3781770
 2019 Toyota RAV4 AWD LE|TERRAINMODES|BACKUPCAM|HEATEDSEATS|ALLOYS|+,35987.,Used,2019,AWD LE|TERRAINMODES|BACKUPCAM|HEATEDSEATS|ALLOYS|+,Grey,Automatic,All-wheel drive (AWD),Other,"42,094",M3J 2A9,2022-05-12,https://www.kijiji.ca/v-cars-trucks/city-of-toronto/2019-toyota-rav4-awd-le-terrainmodes-backupcam-heatedseats-alloys/m3813708
2018 Toyota RAV4 LE / Clean Carfax / Low Kms!,30996.,Used,2018,LE / Clean Carfax / Low Kms!,Red,Automatic,Front-wheel drive (FWD),Other,"32,000",L5G 2S6,2022-06-20,https://www.kijiji.ca/v-cars-trucks/mississauga-peel-region/2018-toyota-rav4-le-clean-carfax-low-kms/m4084671
Wanted: Toyota RAV4 (2006 - 2013) Wanted ,4000.,Used,2007,,,,,,"450,000", L7B1G9,2022-07-26,https://www.kijiji.ca/v-cars-trucks/markham-york-region/toyota-rav4-2006-2013-wanted/1622872033
2018 Toyota RAV4 FB20,26995.,Used,2018,FB20,Red,Automatic,Front-wheel drive (FWD),Gasoline,"44,859",K8N 4Z5,2022-07-13,https://www.kijiji.ca/v-cars-trucks/belleville/2018-toyota-rav4-fb20/m4262534
Wanted: Wanted looking for rav 4,8000.,Used,2000,,,,,,"100,000", Canada,2022-07-20,https://www.kijiji.ca/v-cars-trucks/stratford-on/wanted-looking-for-rav-4/1625830203
2013 Toyota RAV 4 LE,16500.,Used,2013,LE,Black,Automatic,,Gasoline,"201,403","M9V, CA",2022-07-20,https://www.kijiji.ca/v-cars-trucks/mississauga-peel-region/2013-toyota-rav-4-le/m4324015
2018 Toyota RAV4 LE FWD,29900.,Used,2018,LE,White,Automatic,Front-wheel drive (FWD),Gasoline,"63,405", ON M9C,2022-07-19,https://www.kijiji.ca/v-cars-trucks/mississauga-peel-region/2018-toyota-rav4-le-fwd/1625816843
2014 rav4 limited awd,21000.,Used,2014,Limited,Red,Automatic,All-wheel drive (AWD),Gasoline,"80,000", Canada,2022-07-19,https://www.kijiji.ca/v-cars-trucks/mississauga-peel-region/2014-rav4-limited-awd/1625814258
2014 rav4 limited awd,21000.,Used,2014,Limited,Red,Automatic,All-wheel drive (AWD),Gasoline,"80,000", Canada,2022-07-19,https://www.kijiji.ca/v-cars-trucks/mississauga-peel-region/2014-rav4-limited-awd/1625814243
2018 TOYOTA RAV4 *LOW MILEAGE*,38000.,Used,2018,SE,Grey,Automatic,All-wheel drive (AWD),Gasoline,"37,166", M1P5A6,2022-07-19,https://www.kijiji.ca/v-cars-trucks/city-of-toronto/2018-toyota-rav4-low-mileage/1625779913
Wanted: Wanted- Toyota Rav 4 2013 and later,15000.,Used,2014,,,Automatic,,,"100,000","uga, ON",2022-07-19,https://www.kijiji.ca/v-cars-trucks/mississauga-peel-region/wanted-toyota-rav-4-2013-and-later/1625775001
2012 Toyota RAV 4 Base low milage for sale - Downtown Toronto,13500.,Used,2012,Base,Blue,Automatic,,Gasoline,"103,100","M4Y, CA",2022-07-19,https://www.kijiji.ca/v-cars-trucks/city-of-toronto/2012-toyota-rav-4-base-low-milage-for-sale-downtown-toronto/m4318376
2018 Toyota RAV4,27995.,Used,2018,LE (AWD),Grey,Automatic,All-wheel drive (AWD),Gasoline,"69,431",J9L 1J9,2022-05-20,https://www.kijiji.ca/v-cars-trucks/gatineau/2018-toyota-rav4/m3874924
2014 Toyota RAV4 AWD 4dr Limited,21985.,Used,2014,AWD 4dr Limited,White,Automatic,All-wheel drive (AWD),Other,"141,300",M1P 4Y1,2022-07-19,https://www.kijiji.ca/v-cars-trucks/city-of-toronto/2014-toyota-rav4-awd-4dr-limited/m4317278
"2017 Toyota RAV4 Hybrid Limited AWD Hybrid- Leather, Sunroof",33998.,Used,2017,"Limited AWD Hybrid- Leather, Sunroof, Navigation, & More!",Grey,Automatic,All-wheel drive (AWD),Hybrid-Electric,"98,000",N1H 6J4,2022-07-19,https://www.kijiji.ca/v-cars-trucks/guelph/2017-toyota-rav4-hybrid-limited-awd-hybrid-leather-sunroof/m4314714
2018 Toyota RAV4 XLE,30694.,Used,2018,XLE,Other,Automatic,All-wheel drive (AWD),Gasoline,"109,048",P6B 0B8,2022-07-19,https://www.kijiji.ca/v-cars-trucks/sault-ste-marie/2018-toyota-rav4-xle/m4314581
2018 Toyota RAV4 SE LEATHER / NAVIGATION / SUNROOF,31999.,Used,2018,SE,White,Automatic,All-wheel drive (AWD),Gasoline,"74,537",M6N 1K8,2022-07-19,https://www.kijiji.ca/v-cars-trucks/city-of-toronto/2018-toyota-rav4-se-leather-navigation-sunroof/m4314536
2021 Toyota RAV4 XLE / AWD / HTD STEERING / SUNROOF / ALLOYS / NO ACCIDENTS,39990.,Used,2021,XLE / AWD / HTD STEERING / SUNROOF / ALLOYS / NO ACCIDENTS,White,Automatic,All-wheel drive (AWD),Other,"34,560",L4Y 2C5,2022-05-31,https://www.kijiji.ca/v-cars-trucks/mississauga-peel-region/2021-toyota-rav4-xle-awd-htd-steering-sunroof-alloys-no-accidents/m3942974
2019 Toyota RAV4 HYBRID LE / AWD / LOW KMS / NO ACCIDENTS / LANE ASSIST,39990.,Used,2019,HYBRID LE / AWD / LOW KMS / NO ACCIDENTS / LANE ASSIST,Grey,Automatic,All-wheel drive (AWD),Hybrid-Electric,"48,551",L4Y 2C5,2022-07-19,https://www.kijiji.ca/v-cars-trucks/mississauga-peel-region/2019-toyota-rav4-hybrid-le-awd-low-kms-no-accidents-lane-assist/m4313324
 2014 Toyota RAV4 LE,16999.,Used,2014,LE,Red,Automatic,All-wheel drive (AWD),Gasoline,"183,265",L8H 1B1,2022-07-19,https://www.kijiji.ca/v-cars-trucks/hamilton/2014-toyota-rav4-le/m4311012
Select Location,,,,,,,,,,,,https://www.kijiji.ca/v-cars-trucks/city-of-toronto/2021-toyota-rav4-xle-awd/m4310839
2020 Toyota RAV4 XLE XLE--LOCAL TRADE--HEATED CLOTH,36647.,Used,2020,XLE,Blue,Automatic,Front-wheel drive (FWD),Gasoline,"44,758",N7M 1P6,2022-04-20,https://www.kijiji.ca/v-cars-trucks/chatham-kent/2020-toyota-rav4-xle-xle-local-trade-heated-cloth/m3663398
2017 Toyota RAV4 LE TSS | Backup Camera | Heated Seats,25999.,Used,2017,LE,Red,Automatic,Front-wheel drive (FWD),Gasoline,"99,600",N2J 2B2,2022-06-19,https://www.kijiji.ca/v-cars-trucks/kitchener-waterloo/2017-toyota-rav4-le-tss-backup-camera-heated-seats/m4079779
2012 Toyota RAV4 SUNROOF | BLUETOOTH | ALLOYS,17490.,Used,2012,Other,Black,Automatic,4 x 4,Gasoline,"144,000",N2J 2B2,2022-06-19,https://www.kijiji.ca/v-cars-trucks/kitchener-waterloo/2012-toyota-rav4-sunroof-bluetooth-alloys/m4079778
2014 Toyota Rav4 XLE RED GPS-FULLY LOADED-LADY DRIVEN-LIKE NEW,21500.,Used,2014,XLE,Red,Automatic,All-wheel drive (AWD),Gasoline,"131,000",M5A 4M8,2022-07-19,https://www.kijiji.ca/v-cars-trucks/city-of-toronto/2014-toyota-rav4-xle-red-gps-fully-loaded-lady-driven-like-new/1625695920
2013 Toyota RAV4 Limited Limited,22999.,Used,2013,Limited,White,Automatic,All-wheel drive (AWD),Gasoline,"103,302",N7T 2E2,2020-12-09,https://www.kijiji.ca/v-cars-trucks/sarnia/2013-toyota-rav4-limited-limited/m66435
2010 Toyota Rav 4,15000.,Used,2010,Base,Burgundy,Automatic,4 x 4,Gasoline,"224,000",N6E 3R2,2022-07-19,https://www.kijiji.ca/v-cars-trucks/london/2010-toyota-rav-4/1625689576
Toyota rav 4  ,6000.,Used,2006,,,,,,"26,000", Canada,2022-07-19,https://www.kijiji.ca/v-cars-trucks/mississauga-peel-region/toyota-rav-4/1625689268
"RAV4 2020 LE AWD
$32,999",32999.,Used,2020,LE,Grey,Automatic,All-wheel drive (AWD),Gasoline,"58,280", Canada,2022-07-18,https://www.kijiji.ca/v-cars-trucks/ottawa/rav4-2020-le-awd-32-999/1625686333
2012 Toyota RAV4 7-Seater 2.5L AWD,15799.,Used,2012,Base,Green,Automatic,4 x 4,Gasoline,"178,000",L6R 2G5,2022-07-18,https://www.kijiji.ca/v-cars-trucks/mississauga-peel-region/2012-toyota-rav4-7-seater-2-5l-awd/1625671193
2010 Toyota RAV4,8000.,Used,2010,,Black,Automatic,4 x 4,,"234,902", L4M2P4,2022-07-18,https://www.kijiji.ca/v-cars-trucks/barrie/2010-toyota-rav4/1625673420
2018 Toyota RAV4,26767.,Used,2018,Other,Grey,Automatic,Front-wheel drive (FWD),Gasoline,"96,006",N6J 2N4,2022-06-04,https://www.kijiji.ca/v-cars-trucks/london/2018-toyota-rav4/m3979960
2013 Toyota RAV4 XLE,15495.,Used,2013,XLE,White,Automatic,All-wheel drive (AWD),Gasoline,"220,000",N2B 3C9,2022-06-30,https://www.kijiji.ca/v-cars-trucks/kitchener-waterloo/2013-toyota-rav4-xle/m4182688
" 2015 Toyota RAV4 LE - LOW KM! AUTO, HEATED SEATS, BLUETOOTH, CLEAN!",24795.,Used,2015,"LE - LOW KM! AUTO, HEATED SEATS, BLUETOOTH, CLEAN!",White,Automatic,Front-wheel drive (FWD),Gasoline,"75,965",K4A 3M3,2022-03-12,https://www.kijiji.ca/v-cars-trucks/ottawa/2015-toyota-rav4-le-low-km-auto-heated-seats-bluetooth-clean/m3409386
2012 Toyota RAV4 Base,10500.,Used,2012,Base,Black,Automatic,Front-wheel drive (FWD),Gasoline,"232,120",N2J 3H8,2022-07-18,https://www.kijiji.ca/v-cars-trucks/kitchener-waterloo/2012-toyota-rav4-base/m4307865
Toyota rav4 2021 xle 4x4,42000.,Used,2021,,Grey,Automatic,4 x 4,Gasoline,"26,700", Canada,2022-07-18,https://www.kijiji.ca/v-cars-trucks/kitchener-waterloo/toyota-rav4-2021-xle-4x4/1625638010
"2008 RAV4 4WD 99,000km",11900.,Used,2008,,Silver,Automatic,All-wheel drive (AWD),Gasoline,"99,000",M5S 2X1,2022-07-18,https://www.kijiji.ca/v-cars-trucks/city-of-toronto/2008-rav4-4wd-99-000km/1625630951
1998 Rav4 Cabrio (2 door convertible),,Used,1998,,,,,,280, Canada,2022-07-18,https://www.kijiji.ca/v-cars-trucks/markham-york-region/1998-rav4-cabrio-2-door-convertible/1625598811
2013 Toyota RAV 4 Limited! New Brakes All Around| AWD| LEATHER|,16999.,Used,2013,Limited,Black,Automatic,,Gasoline,"176,826","N6C, CA",2022-07-18,https://www.kijiji.ca/v-cars-trucks/london/2013-toyota-rav-4-limited-new-brakes-all-around-awd-leather/m4306857
 2016 Toyota RAV4 XLE 4X4,22995.,Used,2016,XLE 4X4,Black,Automatic,All-wheel drive (AWD),Other,"153,000",K0K 2K0,2022-05-19,https://www.kijiji.ca/v-cars-trucks/belleville/2016-toyota-rav4-xle-4x4/m3864674
2017 Toyota RAV4 LE,27950.,Used,2017,LE,Silver,Automatic,All-wheel drive (AWD),Gasoline,"56,748",L7G 4B5,2022-07-18,https://www.kijiji.ca/v-cars-trucks/oakville-halton-region/2017-toyota-rav4-le/m4305905
Select Location,,,,,,,,,,,,https://www.kijiji.ca/v-cars-trucks/oakville-halton-region/2017-toyota-rav4-le-le-awd-heated-seats-bluetooth-back-up/m4075765
2019 Toyota RAV4 LE AWD LOADED NO ACCIDENTS,32499.,Used,2019,LE AWD LOADED NO ACCIDENTS,White,Automatic,All-wheel drive (AWD),Other,"78,744",N1H 6J2,2022-05-18,https://www.kijiji.ca/v-cars-trucks/guelph/2019-toyota-rav4-le-awd-loaded-no-accidents/m3857145
 2021 Toyota RAV4 Limited,44988.,Used,2021,Limited,White,Automatic,All-wheel drive (AWD),Gasoline,"35,360",L9B 1K2,2022-06-10,https://www.kijiji.ca/v-cars-trucks/hamilton/2021-toyota-rav4-limited/m4017101
 2017 Toyota RAV4 XLE AUT0 A/C P/SUNROOF H/SEATS BACKUP CAMERA 73K,24990.,Used,2017,XLE AUT0 A/C P/SUNROOF H/SEATS BACKUP CAMERA 73K,Purple,Automatic,Front-wheel drive (FWD),Gasoline,"73,902",M3J 2G4,2022-06-18,https://www.kijiji.ca/v-cars-trucks/city-of-toronto/2017-toyota-rav4-xle-aut0-a-c-p-sunroof-h-seats-backup-camera-73k/m4078924
2020 Toyota RAV4 Hybrid Hybrid AWD,53888.,Used,2020,Hybrid  AWD,Blue,Automatic,All-wheel drive (AWD),Hybrid-Electric,"14,963",K2B 6R7,2022-07-01,https://www.kijiji.ca/v-cars-trucks/ottawa/2020-toyota-rav4-hybrid-hybrid-awd/m4189873
2019 Toyota RAV4 Hybrid XLE,52559.,Used,2019,XLE,Blue,Automatic,All-wheel drive (AWD),Hybrid-Electric,"40,786",K2G 1E3,2022-06-23,https://www.kijiji.ca/v-cars-trucks/ottawa/2019-toyota-rav4-hybrid-xle/m4132360
 2017 Toyota RAV4 LE AWD,27980.,Used,2017,LE AWD,Grey,Automatic,All-wheel drive (AWD),Other,"96,316",K1K 1G4,2022-03-20,https://www.kijiji.ca/v-cars-trucks/ottawa/2017-toyota-rav4-le-awd/m3461262
"2018 Toyota RAV4 LE LOW KM!! LE, HEATED SEATS, BACK-UP CAMERA...",28663.,Used,2018,LE,White,Automatic,Front-wheel drive (FWD),Gasoline,"44,443",L9W 5S9,2022-07-18,https://www.kijiji.ca/v-cars-trucks/oakville-halton-region/2018-toyota-rav4-le-low-km-le-heated-seats-back-up-camera/m4305597
,,,,,,,,,,,,https://www.kijiji.ca/v-cars-trucks/oakville-halton-region/2017-toyota-rav4-limited-platinum-awd-heated-seats-steering/m4305588
,,,,,,,,,,,,https://www.kijiji.ca/v-cars-trucks/grand-bend/2018-toyota-rav4-awd-limited/m3858435
,,,,,,,,,,,,https://www.kijiji.ca/v-cars-trucks/ottawa/toyota-rav-4/1625568075
,,,,,,,,,,,,https://www.kijiji.ca/v-cars-trucks/mississauga-peel-region/2017-toyota-rav4-le-certified-reverse-camera-cruise-con/m4067196
,,,,,,,,,,,,https://www.kijiji.ca/v-cars-trucks/city-of-toronto/2018-toyota-rav4-le-heated-seats-back-up-camera/m4303053
,,,,,,,,,,,,https://www.kijiji.ca/v-cars-trucks/city-of-toronto/2018-toyota-rav4-fwd-le/m4302760
,,,,,,,,,,,,https://www.kijiji.ca/v-cars-trucks/oakville-halton-region/2018-toyota-rav4-le-le-awd-heated-front-seats-awd-lock-eco/m4302101
,,,,,,,,,,,,https://www.kijiji.ca/v-cars-trucks/oakville-halton-region/2020-toyota-rav4-xle-xle-awd-heated-front-seats-steering-an/m4302093
,,,,,,,,,,,,https://www.kijiji.ca/v-cars-trucks/oakville-halton-region/2018-toyota-rav4-le-le-awd-heated-seats-bluetooth-back-up/m4302076
,,,,,,,,,,,,https://www.kijiji.ca/v-cars-trucks/mississauga-peel-region/2020-toyota-rav4-limited-leather-seats-sunroof/m3852819
,,,,,,,,,,,,https://www.kijiji.ca/v-cars-trucks/hamilton/2011-toyota-rav4/m4301597
,,,,,,,,,,,,https://www.kijiji.ca/v-cars-trucks/city-of-toronto/2013-toyota-rav4-le-awd/m4301048
,,,,,,,,,,,,https://www.kijiji.ca/v-cars-trucks/city-of-toronto/2021-toyota-rav4-trail-awd-leather-roof-just-26-472-km/m4300367
 2018 Toyota RAV4 LE|FWD|Safety Sense|Heated Seats|Back-up Cam,26000.,Used,2018,LE|FWD|Safety Sense|Heated Seats|Back-up Cam,White,Automatic,Front-wheel drive (FWD),Other,"41,941",L1C 5M2,2022-05-18,https://www.kijiji.ca/v-cars-trucks/oshawa-durham-region/2018-toyota-rav4-le-fwd-safety-sense-heated-seats-back-up-cam/m3850617
"2017 Toyota RAV4 LE One Owner, Clean CarFax, Winter Tires",30988.,Used,2017,LE,Grey,Automatic,All-wheel drive (AWD),Gasoline,"79,930",N6H 5K6,2022-07-17,https://www.kijiji.ca/v-cars-trucks/london/2017-toyota-rav4-le-one-owner-clean-carfax-winter-tires/m4299987
 2021 Toyota RAV4 LE FWD | HEATED SEATS | LEASE RETURN,34888.,Used,2021,LE FWD | HEATED SEATS | LEASE RETURN,White,Automatic,Front-wheel drive (FWD),Other,"34,136",N3R 7K3,2022-07-17,https://www.kijiji.ca/v-cars-trucks/brantford/2021-toyota-rav4-le-fwd-heated-seats-lease-return/m4299322
"2016 Toyota RAV4 SE LIMITED nav, moonroof, Leather Seats, Heated",24999.,Used,2016,,,Automatic,,Gasoline,"90,000", ON L6Y,2022-07-17,https://www.kijiji.ca/v-cars-trucks/mississauga-peel-region/2016-toyota-rav4-se-limited-nav-moonroof-leather-seats-heated/1625447856
 2021 Toyota RAV4 AWD XLE PREMIUM,38722.,New,2021,AWD XLE PREMIUM,Grey,Automatic,Other,Gasoline,,L7A 1A9,2021-11-18,https://www.kijiji.ca/v-cars-trucks/mississauga-peel-region/2021-toyota-rav4-awd-xle-premium/m2725300
 2021 Toyota RAV4 XLE Premium,39082.,New,2021,XLE Premium,Silver,Automatic,Other,Gasoline,,L7A 1A9,2021-11-18,https://www.kijiji.ca/v-cars-trucks/mississauga-peel-region/2021-toyota-rav4-xle-premium/m2725296
"2015 Toyota RAV4 LE,AWD",17999.,Used,2015,"LE,AWD",Grey,Automatic,All-wheel drive (AWD),Gasoline,"171,300",L5S 1P9,2022-06-01,https://www.kijiji.ca/v-cars-trucks/mississauga-peel-region/2015-toyota-rav4-le-awd/m3955099
2020 Toyota RAV4 XLE XLE**SUNROOF**GREAT ECONOMY**,37490.,Used,2020,XLE,Other,Automatic,Front-wheel drive (FWD),Gasoline,"33,543",N0P 2L0,2022-07-12,https://www.kijiji.ca/v-cars-trucks/leamington/2020-toyota-rav4-xle-xle-sunroof-great-economy/m4261807
2018 Toyota RAV4 LE,23800.,Used,2018,LE,White,Automatic,All-wheel drive (AWD),Gasoline,"122,261",M1L 1E1,2022-07-16,https://www.kijiji.ca/v-cars-trucks/city-of-toronto/2018-toyota-rav4-le/m4298855
Select Location,,,,,,,,,,,,https://www.kijiji.ca/v-cars-trucks/belleville/2016-toyota-rav4-le/m4020108
2021 TOYOTA RAV4,47499.,Used,2021,"TRAIL, LEATHER, ROOF, AWD, PWR HATCH!",Black,Automatic,Other,Gasoline,"19,980",L7K 0G7,2022-05-14,https://www.kijiji.ca/v-cars-trucks/oakville-halton-region/2021-toyota-rav4/m3832745
2016 Toyota RAV4 Limited CLEAN CARFAX | ONE OWNER,29000.,Used,2016,Limited,Red,Automatic,All-wheel drive (AWD),Gasoline,"50,901",L6S 5X9,2022-02-16,https://www.kijiji.ca/v-cars-trucks/mississauga-peel-region/2016-toyota-rav4-limited-clean-carfax-one-owner/m3240265
2018 Toyota RAV4 XLE AWD XLE/Moonroof/Blind Spot/Collision Av...,36775.,Used,2018,XLE,Silver,Automatic,All-wheel drive (AWD),Gasoline,"31,900",L9W 3T2,2022-03-18,https://www.kijiji.ca/v-cars-trucks/oakville-halton-region/2018-toyota-rav4-xle-awd-xle-moonroof-blind-spot-collision-av/m3446995
2017 Toyota RAV4 XLE,30999.,Used,2017,XLE,Red,Automatic,All-wheel drive (AWD),Gasoline,"50,000", L4L4G7,2022-02-16,https://www.kijiji.ca/v-cars-trucks/mississauga-peel-region/2017-toyota-rav4-xle/m3238460
2019 Toyota RAV4 XLE,37950.,Used,2019,XLE,White,Automatic,All-wheel drive (AWD),Gasoline,"44,930",L7G 4B5,2022-07-16,https://www.kijiji.ca/v-cars-trucks/oakville-halton-region/2019-toyota-rav4-xle/m4296225
2019 TOYOTA RAV4 LE AWD,34880.,Used,2019,LE AWD,White,Automatic,Other,Other,"35,565",N5A 6S4,2022-06-16,https://www.kijiji.ca/v-cars-trucks/stratford-on/2019-toyota-rav4-le-awd/m4058209
2017 Toyota RAV4 XLE | BLUETOOTH | HEATED SEATS | BACKUP CAME...,24700.,Used,2017,XLE,Grey,Automatic,Front-wheel drive (FWD),Gasoline,"107,109",L9S 0A3,2022-07-16,https://www.kijiji.ca/v-cars-trucks/barrie/2017-toyota-rav4-xle-bluetooth-heated-seats-backup-came/m4296256
"2020 Toyota RAV4 LE LE AWD, HEATED FRONT SEATS, ANDROID AUTO,...",36772.,Used,2020,LE,Silver,Automatic,All-wheel drive (AWD),Gasoline,"39,904",L9W 5S9,2022-06-16,https://www.kijiji.ca/v-cars-trucks/oakville-halton-region/2020-toyota-rav4-le-le-awd-heated-front-seats-android-auto/m4057388
2018 Toyota RAV4 SE NAVIGATION / LEATHER / SUNROOF,32699.,Used,2018,SE,White,Automatic,All-wheel drive (AWD),Gasoline,"76,532",M6N 1K8,2022-06-16,https://www.kijiji.ca/v-cars-trucks/city-of-toronto/2018-toyota-rav4-se-navigation-leather-sunroof/m4057128
 2018 Toyota RAV4 AWD LE*ALLOYS*AllPwrOpti*BlindSpot*HtdSeats*Camera,27880.,Used,2018,AWD LE*ALLOYS*AllPwrOpti*BlindSpot*HtdSeats*Camera,Grey,Automatic,All-wheel drive (AWD),Other,"60,940", M3L1A1,2022-06-16,https://www.kijiji.ca/v-cars-trucks/city-of-toronto/2018-toyota-rav4-awd-le-alloys-allpwropti-blindspot-htdseats-camera/m4055067
2018 Toyota RAV4 LE,31959.,Used,2018,LE,Red,Automatic,All-wheel drive (AWD),Gasoline,"61,686",K2G 1E3,2022-06-16,https://www.kijiji.ca/v-cars-trucks/ottawa/2018-toyota-rav4-le/m4056865
2018 Toyota RAV4 Limited,34995.,Used,2018,Limited,Black,Automatic,All-wheel drive (AWD),Gasoline,"47,094",K2H 5Z2,2022-07-16,https://www.kijiji.ca/v-cars-trucks/ottawa/2018-toyota-rav4-limited/m4294519
Selling 2006 Rav 4,,Used,2006,V6,White,Automatic,All-wheel drive (AWD),Gasoline,"215,000",L3R 4M9,2022-07-16,https://www.kijiji.ca/v-cars-trucks/city-of-toronto/selling-2006-rav-4/1625331745
2011 Toyota RAV4 Limited,12999.,Used,2011,Limited,White,Automatic,4 x 4,Gasoline,"168,666",L1H 4K6,2022-06-16,https://www.kijiji.ca/v-cars-trucks/oshawa-durham-region/2011-toyota-rav4-limited/m4054307
2018 Toyota RAV4 AWD Hybrid Limited - Navigation,37800.,Used,2018,AWD Hybrid Limited,Grey,Automatic,All-wheel drive (AWD),Hybrid-Electric,"87,938",K1C 7J2,2022-07-15,https://www.kijiji.ca/v-cars-trucks/ottawa/2018-toyota-rav4-awd-hybrid-limited-navigation/m4286283
 2020 Toyota RAV4 XLE,41995.,Used,2020,XLE,White,Automatic,All-wheel drive (AWD),Gasoline,"72,064",K1B 5P5,2022-04-01,https://www.kijiji.ca/v-cars-trucks/ottawa/2020-toyota-rav4-xle/m3547626
2019 Toyota RAV4 LE,35897.,Used,2019,LE,Red,Automatic,All-wheel drive (AWD),Gasoline,"21,212",K9A 5V2,2022-06-26,https://www.kijiji.ca/v-cars-trucks/oshawa-durham-region/2019-toyota-rav4-le/m4153739
2012 Toyota RAV4 SUV POWER GLASS SUNROOF POWER GROUP AUX USB.....MINT COND.,12995.,Used,2012,SUV PWR GLASS  SUNROOF POWER GROUP. USB AUX...MINT COND.,Silver,Automatic,Front-wheel drive (FWD),Gasoline,"215,000",M1R 2Y2,2022-06-22,https://www.kijiji.ca/v-cars-trucks/city-of-toronto/2012-toyota-rav4-suv-power-glass-sunroof-power-group-aux-usb-mint-cond/m4117204
